Name	Type	Length	%GC	Description 	    
t1011	N	1131	49.87	AE014613_1094385_1095515 [CDS]	Salmonella enterica subsp. enterica serovar
yjcS	N	1980	49.60	AE014613_1095911_1097890 [CDS]	Salmonella enterica subsp. enterica serovar
t1013	N	192	39.06	AE014613_1097908_1098099 [CDS]	Salmonella enterica subsp. enterica serovar
t1014	N	615	43.09	AE014613_1098299_1098913 [CDS]	Salmonella enterica subsp. enterica serovar
t1015	N	159	38.99	AE014613_1098923_1099081 [CDS]	Salmonella enterica subsp. enterica serovar
t1016	N	915	40.98	AE014613_1099214_1100128 [CDS]	Salmonella enterica subsp. enterica serovar
t1018	N	177	40.68	AE014613_1103164_1103340 [CDS]	Salmonella enterica subsp. enterica serovar
t1019	N	267	45.32	AE014613_1103473_1103739 [CDS]	Salmonella enterica subsp. enterica serovar
t1020	N	420	42.38	AE014613_1104110_1104529 [CDS]	Salmonella enterica subsp. enterica serovar
t1021	N	477	50.73	AE014613_1104917_1105393 [CDS]	Salmonella enterica subsp. enterica serovar
t1022	N	396	34.34	AE014613_1105722_1106117 [CDS]	Salmonella enterica subsp. enterica serovar
t1024	N	165	47.88	AE014613_1107807_1107971 [CDS]	Salmonella enterica subsp. enterica serovar
pphA	N	651	52.38	AE014613_1108195_1108845 [CDS]	Salmonella enterica subsp. enterica serovar
t1026	N	192	48.44	AE014613_1108864_1109055 [CDS]	Salmonella enterica subsp. enterica serovar
t1027	N	240	50.42	AE014613_1109166_1109405 [CDS]	Salmonella enterica subsp. enterica serovar
t1028	N	1440	55.07	AE014613_1109520_1110959 [CDS]	Salmonella enterica subsp. enterica serovar
t1029	N	2640	54.62	AE014613_1111037_1113676 [CDS]	Salmonella enterica subsp. enterica serovar
t1030	N	1284	52.34	AE014613_1113639_1114922 [CDS]	Salmonella enterica subsp. enterica serovar
t1031	N	585	50.94	AE014613_1114964_1115548 [CDS]	Salmonella enterica subsp. enterica serovar
proP	N	687	53.57	AE014613_1115646_1116332 [CDS]	Salmonella enterica subsp. enterica serovar
prc	N	2049	51.78	AE014613_1116352_1118400 [CDS]	Salmonella enterica subsp. enterica serovar
htpX	N	882	52.83	AE014613_1118593_1119474 [CDS]	Salmonella enterica subsp. enterica serovar
kdgR	N	792	49.62	AE014613_1121070_1121861 [CDS]	Salmonella enterica subsp. enterica serovar
t1037	N	240	52.92	AE014613_1122073_1122312 [CDS]	Salmonella enterica subsp. enterica serovar
t1038	N	144	43.75	AE014613_1122465_1122608 [CDS]	Salmonella enterica subsp. enterica serovar
t1039	N	288	50.35	AE014613_1122679_1122966 [CDS]	Salmonella enterica subsp. enterica serovar
t1040	N	144	40.28	AE014613_1123615_1123758 [CDS]	Salmonella enterica subsp. enterica serovar
cspC	N	210	47.14	AE014613_1123771_1123980 [CDS]	Salmonella enterica subsp. enterica serovar
ftsI	N	1746	52.41	AE014613_1124200_1125945 [CDS]	Salmonella enterica subsp. enterica serovar
rrmA	N	810	56.05	AE014613_1126011_1126820 [CDS]	Salmonella enterica subsp. enterica serovar
t1044	N	621	52.66	AE014613_1126817_1127437 [CDS]	Salmonella enterica subsp. enterica serovar
t1045	N	459	45.75	AE014613_1127793_1128251 [CDS]	Salmonella enterica subsp. enterica serovar
manZ	N	852	54.58	AE014613_1128310_1129161 [CDS]	Salmonella enterica subsp. enterica serovar
manY	N	801	56.43	AE014613_1129174_1129974 [CDS]	Salmonella enterica subsp. enterica serovar
manX	N	969	53.04	AE014613_1130027_1130995 [CDS]	Salmonella enterica subsp. enterica serovar
t1049	N	1560	55.51	AE014613_1131468_1133027 [CDS]	Salmonella enterica subsp. enterica serovar
t1050	N	1602	53.25	AE014613_1133049_1134650 [CDS]	Salmonella enterica subsp. enterica serovar
sdaA	N	1365	55.60	AE014613_1134788_1136152 [CDS]	Salmonella enterica subsp. enterica serovar
t1052	N	579	58.72	AE014613_1136416_1136994 [CDS]	Salmonella enterica subsp. enterica serovar
pabB	N	1365	55.16	AE014613_1136998_1138362 [CDS]	Salmonella enterica subsp. enterica serovar
t1054	N	180	50.00	AE014613_1138443_1138622 [CDS]	Salmonella enterica subsp. enterica serovar
t1055	N	345	51.01	AE014613_1138628_1138972 [CDS]	Salmonella enterica subsp. enterica serovar
t1056	N	1911	56.10	AE014613_1139104_1141014 [CDS]	Salmonella enterica subsp. enterica serovar
t1057	N	696	60.63	AE014613_1141072_1141767 [CDS]	Salmonella enterica subsp. enterica serovar
t1058	N	582	56.01	AE014613_1141838_1142419 [CDS]	Salmonella enterica subsp. enterica serovar
fadD	N	1686	52.37	AE014613_1142624_1144309 [CDS]	Salmonella enterica subsp. enterica serovar
rnd	N	1128	54.96	AE014613_1144382_1145509 [CDS]	Salmonella enterica subsp. enterica serovar
minE	N	267	43.45	AE014613_1145631_1145897 [CDS]	Salmonella enterica subsp. enterica serovar
minD	N	813	51.41	AE014613_1145901_1146713 [CDS]	Salmonella enterica subsp. enterica serovar
minC	N	708	51.27	AE014613_1146737_1147444 [CDS]	Salmonella enterica subsp. enterica serovar
t1064	N	333	45.35	AE014613_1147531_1147863 [CDS]	Salmonella enterica subsp. enterica serovar
t1065	N	660	53.18	AE014613_1147913_1148572 [CDS]	Salmonella enterica subsp. enterica serovar
t1066	N	462	49.35	AE014613_1148650_1149111 [CDS]	Salmonella enterica subsp. enterica serovar
t1067	N	138	50.00	AE014613_1149463_1149600 [CDS]	Salmonella enterica subsp. enterica serovar
t1068	N	174	46.55	AE014613_1149792_1149965 [CDS]	Salmonella enterica subsp. enterica serovar
t1069	N	342	51.46	AE014613_1150037_1150378 [CDS]	Salmonella enterica subsp. enterica serovar
dsbB	N	531	54.43	AE014613_1150486_1151016 [CDS]	Salmonella enterica subsp. enterica serovar
nhaB	N	1545	53.07	AE014613_1151158_1152702 [CDS]	Salmonella enterica subsp. enterica serovar
fadR	N	720	52.22	AE014613_1152922_1153641 [CDS]	Salmonella enterica subsp. enterica serovar
t1073	N	1533	49.84	AE014613_1153688_1155220 [CDS]	Salmonella enterica subsp. enterica serovar
dadA	N	1299	56.66	AE014613_1155543_1156841 [CDS]	Salmonella enterica subsp. enterica serovar
dadX	N	1071	57.80	AE014613_1156855_1157925 [CDS]	Salmonella enterica subsp. enterica serovar
t1076	N	1734	54.67	AE014613_1157987_1159720 [CDS]	Salmonella enterica subsp. enterica serovar
t1077	N	915	56.39	AE014613_1159817_1160731 [CDS]	Salmonella enterica subsp. enterica serovar
mltE	N	612	52.94	AE014613_1160902_1161513 [CDS]	Salmonella enterica subsp. enterica serovar
t1079	N	735	52.52	AE014613_1161527_1162261 [CDS]	Salmonella enterica subsp. enterica serovar
t1080	N	255	56.08	AE014613_1162430_1162684 [CDS]	Salmonella enterica subsp. enterica serovar
gdhA	N	1170	57.78	AE014613_1164673_1165842 [CDS]	Salmonella enterica subsp. enterica serovar
appB	N	1137	55.32	AE014613_1166445_1167581 [CDS]	Salmonella enterica subsp. enterica serovar
hyaF	N	849	59.95	AE014613_1169212_1170060 [CDS]	Salmonella enterica subsp. enterica serovar
hyaE	N	405	58.27	AE014613_1170057_1170461 [CDS]	Salmonella enterica subsp. enterica serovar
hyaD	N	597	57.29	AE014613_1170451_1171047 [CDS]	Salmonella enterica subsp. enterica serovar
hyaC	N	732	55.33	AE014613_1171044_1171775 [CDS]	Salmonella enterica subsp. enterica serovar
t1089	N	1794	55.46	AE014613_1171794_1173587 [CDS]	Salmonella enterica subsp. enterica serovar
t1091	N	1266	37.99	AE014613_1175197_1176462 [CDS]	Salmonella enterica subsp. enterica serovar
t1092	N	1092	52.75	AE014613_1176621_1177712 [CDS]	Salmonella enterica subsp. enterica serovar
pth	N	609	52.05	AE014613_1177829_1178437 [CDS]	Salmonella enterica subsp. enterica serovar
t1094	N	222	50.45	AE014613_1178689_1178910 [CDS]	Salmonella enterica subsp. enterica serovar
t1095	N	1686	56.88	AE014613_1179012_1180697 [CDS]	Salmonella enterica subsp. enterica serovar
prsA	N	948	54.32	AE014613_1180822_1181769 [CDS]	Salmonella enterica subsp. enterica serovar
ipk	N	852	54.46	AE014613_1182035_1182886 [CDS]	Salmonella enterica subsp. enterica serovar
hemM	N	624	55.77	AE014613_1182883_1183506 [CDS]	Salmonella enterica subsp. enterica serovar
hemA	N	1257	57.04	AE014613_1183820_1185076 [CDS]	Salmonella enterica subsp. enterica serovar
prfA	N	1083	57.99	AE014613_1185117_1186199 [CDS]	Salmonella enterica subsp. enterica serovar
hemK	N	834	58.75	AE014613_1186199_1187032 [CDS]	Salmonella enterica subsp. enterica serovar
t1102	N	390	51.03	AE014613_1187029_1187418 [CDS]	Salmonella enterica subsp. enterica serovar
t1103	N	810	49.14	AE014613_1187422_1188231 [CDS]	Salmonella enterica subsp. enterica serovar
kdsA	N	855	54.97	AE014613_1188269_1189123 [CDS]	Salmonella enterica subsp. enterica serovar
tnpA	N	459	45.97	AE014613_1189317_1189775 [CDS]	Salmonella enterica subsp. enterica serovar
t1106	N	1125	38.58	AE014613_1190280_1191404 [CDS]	Salmonella enterica subsp. enterica serovar
t1107	N	414	39.13	AE014613_1192445_1192858 [CDS]	Salmonella enterica subsp. enterica serovar
t1108	N	729	38.68	AE014613_1192875_1193603 [CDS]	Salmonella enterica subsp. enterica serovar
t1109	N	543	45.49	AE014613_1193795_1194337 [CDS]	Salmonella enterica subsp. enterica serovar
t1110	N	378	38.36	AE014613_1194485_1194862 [CDS]	Salmonella enterica subsp. enterica serovar
cdtB	N	810	46.17	AE014613_1194935_1195744 [CDS]	Salmonella enterica subsp. enterica serovar
msgA	N	240	45.83	AE014613_1196617_1196856 [CDS]	Salmonella enterica subsp. enterica serovar
envE	N	522	45.02	AE014613_1197047_1197568 [CDS]	Salmonella enterica subsp. enterica serovar
cspH	N	213	46.48	AE014613_1197986_1198198 [CDS]	Salmonella enterica subsp. enterica serovar
pagD	N	264	42.05	AE014613_1198330_1198593 [CDS]	Salmonella enterica subsp. enterica serovar
t1117	N	165	30.91	AE014613_1198642_1198806 [CDS]	Salmonella enterica subsp. enterica serovar
t1118	N	129	47.29	AE014613_1198892_1199020 [CDS]	Salmonella enterica subsp. enterica serovar
pagC	N	558	42.29	AE014613_1199398_1199955 [CDS]	Salmonella enterica subsp. enterica serovar
t1120	N	171	45.61	AE014613_1199966_1200136 [CDS]	Salmonella enterica subsp. enterica serovar
t1122	N	174	44.25	AE014613_1200688_1200861 [CDS]	Salmonella enterica subsp. enterica serovar
t1123	N	342	42.11	AE014613_1201189_1201530 [CDS]	Salmonella enterica subsp. enterica serovar
t1124	N	90	36.67	AE014613_1201602_1201691 [CDS]	Salmonella enterica subsp. enterica serovar
t1125	N	90	41.11	AE014613_1201746_1201835 [CDS]	Salmonella enterica subsp. enterica serovar
t1126	N	126	38.89	AE014613_1201911_1202036 [CDS]	Salmonella enterica subsp. enterica serovar
t1127	N	228	46.49	AE014613_1202236_1202463 [CDS]	Salmonella enterica subsp. enterica serovar
t1128	N	471	44.37	AE014613_1202658_1203128 [CDS]	Salmonella enterica subsp. enterica serovar
t1129	N	150	49.33	AE014613_1203237_1203386 [CDS]	Salmonella enterica subsp. enterica serovar
t1130	N	1044	50.48	AE014613_1203467_1204510 [CDS]	Salmonella enterica subsp. enterica serovar
t1131	N	531	46.89	AE014613_1204593_1205123 [CDS]	Salmonella enterica subsp. enterica serovar
t1132	N	315	41.59	AE014613_1205272_1205586 [CDS]	Salmonella enterica subsp. enterica serovar
t1133	N	1635	54.07	AE014613_1206290_1207924 [CDS]	Salmonella enterica subsp. enterica serovar
t1135	N	978	53.27	AE014613_1207921_1208898 [CDS]	Salmonella enterica subsp. enterica serovar
t1134	N	813	56.58	AE014613_1208888_1209700 [CDS]	Salmonella enterica subsp. enterica serovar
t1136	N	798	55.01	AE014613_1209694_1210491 [CDS]	Salmonella enterica subsp. enterica serovar
t1137	N	591	57.36	AE014613_1210485_1211075 [CDS]	Salmonella enterica subsp. enterica serovar
t1138	N	1134	48.68	AE014613_1211157_1212290 [CDS]	Salmonella enterica subsp. enterica serovar
t1139	N	327	51.99	AE014613_1212484_1212810 [CDS]	Salmonella enterica subsp. enterica serovar
t1141	N	651	45.93	AE014613_1213004_1213654 [CDS]	Salmonella enterica subsp. enterica serovar
aadA	N	789	54.25	AE014613_1213763_1214551 [CDS]	Salmonella enterica subsp. enterica serovar
t1143	N	594	36.70	AE014613_1214696_1215289 [CDS]	Salmonella enterica subsp. enterica serovar
t1144	N	849	46.29	AE014613_1215358_1216206 [CDS]	Salmonella enterica subsp. enterica serovar
t1145	N	249	38.15	AE014613_1216461_1216709 [CDS]	Salmonella enterica subsp. enterica serovar
t1146	N	156	30.77	AE014613_1216788_1216943 [CDS]	Salmonella enterica subsp. enterica serovar
aroQ	N	546	47.07	AE014613_1217026_1217571 [CDS]	Salmonella enterica subsp. enterica serovar
t1148	N	639	46.17	AE014613_1217767_1218405 [CDS]	Salmonella enterica subsp. enterica serovar
t1149	N	363	50.96	AE014613_1218578_1218940 [CDS]	Salmonella enterica subsp. enterica serovar
t1150	N	183	47.54	AE014613_1218943_1219125 [CDS]	Salmonella enterica subsp. enterica serovar
t1151	N	648	50.62	AE014613_1219349_1219996 [CDS]	Salmonella enterica subsp. enterica serovar
t1152	N	186	36.56	AE014613_1220117_1220302 [CDS]	Salmonella enterica subsp. enterica serovar
t1153	N	249	45.78	AE014613_1220310_1220558 [CDS]	Salmonella enterica subsp. enterica serovar
tnpA	N	459	45.75	AE014613_1220753_1221211 [CDS]	Salmonella enterica subsp. enterica serovar
t1155	N	252	55.95	AE014613_1221702_1221953 [CDS]	Salmonella enterica subsp. enterica serovar
t1156	N	312	56.41	AE014613_1222022_1222333 [CDS]	Salmonella enterica subsp. enterica serovar
t1157	N	348	51.15	AE014613_1222319_1222666 [CDS]	Salmonella enterica subsp. enterica serovar
t1158	N	1185	57.97	AE014613_1222785_1223969 [CDS]	Salmonella enterica subsp. enterica serovar
t1159	N	795	54.97	AE014613_1224070_1224864 [CDS]	Salmonella enterica subsp. enterica serovar
t1160	N	447	56.60	AE014613_1224844_1225290 [CDS]	Salmonella enterica subsp. enterica serovar
t1161	N	528	54.73	AE014613_1225594_1226121 [CDS]	Salmonella enterica subsp. enterica serovar
t1163	N	1287	51.20	AE014613_1228305_1229591 [CDS]	Salmonella enterica subsp. enterica serovar
t1164	N	1935	50.54	AE014613_1229714_1231648 [CDS]	Salmonella enterica subsp. enterica serovar
t1165	N	747	51.41	AE014613_1232074_1232820 [CDS]	Salmonella enterica subsp. enterica serovar
t1167	N	858	55.24	AE014613_1234403_1235260 [CDS]	Salmonella enterica subsp. enterica serovar
gapA	N	996	50.90	AE014613_1236572_1237567 [CDS]	Salmonella enterica subsp. enterica serovar
t1170	N	444	51.13	AE014613_1237879_1238322 [CDS]	Salmonella enterica subsp. enterica serovar
t1171	N	279	49.46	AE014613_1238364_1238642 [CDS]	Salmonella enterica subsp. enterica serovar
pncA	N	657	57.38	AE014613_1238993_1239649 [CDS]	Salmonella enterica subsp. enterica serovar
ansA	N	1017	52.61	AE014613_1239676_1240692 [CDS]	Salmonella enterica subsp. enterica serovar
sppA	N	1857	55.84	AE014613_1240788_1242644 [CDS]	Salmonella enterica subsp. enterica serovar
t1175	N	552	56.52	AE014613_1242818_1243369 [CDS]	Salmonella enterica subsp. enterica serovar
selD	N	1044	56.80	AE014613_1243487_1244530 [CDS]	Salmonella enterica subsp. enterica serovar
topB	N	1950	56.00	AE014613_1244535_1246484 [CDS]	Salmonella enterica subsp. enterica serovar
gdhA	N	1344	57.89	AE014613_1246514_1247857 [CDS]	Salmonella enterica subsp. enterica serovar
t1179	N	276	53.99	AE014613_1248096_1248371 [CDS]	Salmonella enterica subsp. enterica serovar
t1180	N	417	57.07	AE014613_1248331_1248747 [CDS]	Salmonella enterica subsp. enterica serovar
xthA	N	807	52.17	AE014613_1248820_1249626 [CDS]	Salmonella enterica subsp. enterica serovar
astC	N	1227	55.91	AE014613_1250072_1251298 [CDS]	Salmonella enterica subsp. enterica serovar
astD	N	1287	59.21	AE014613_1252319_1253605 [CDS]	Salmonella enterica subsp. enterica serovar
astB	N	1344	56.25	AE014613_1253794_1255137 [CDS]	Salmonella enterica subsp. enterica serovar
astE	N	969	58.31	AE014613_1255130_1256098 [CDS]	Salmonella enterica subsp. enterica serovar
t1187	N	486	49.38	AE014613_1256434_1256919 [CDS]	Salmonella enterica subsp. enterica serovar
t1188	N	909	54.68	AE014613_1256994_1257902 [CDS]	Salmonella enterica subsp. enterica serovar
nadE	N	828	53.02	AE014613_1257996_1258823 [CDS]	Salmonella enterica subsp. enterica serovar
osmE	N	342	50.88	AE014613_1259041_1259382 [CDS]	Salmonella enterica subsp. enterica serovar
celA	N	321	46.42	AE014613_1259683_1260003 [CDS]	Salmonella enterica subsp. enterica serovar
celB	N	1359	51.29	AE014613_1260086_1261444 [CDS]	Salmonella enterica subsp. enterica serovar
celC	N	348	49.71	AE014613_1261495_1261842 [CDS]	Salmonella enterica subsp. enterica serovar
celD	N	843	43.18	AE014613_1261853_1262695 [CDS]	Salmonella enterica subsp. enterica serovar
celF	N	1356	47.94	AE014613_1262820_1264175 [CDS]	Salmonella enterica subsp. enterica serovar
t1196	N	759	53.75	AE014613_1264188_1264946 [CDS]	Salmonella enterica subsp. enterica serovar
tnpA	N	459	45.97	AE014613_1265128_1265586 [CDS]	Salmonella enterica subsp. enterica serovar
katE	N	2253	53.97	AE014613_1265703_1267955 [CDS]	Salmonella enterica subsp. enterica serovar
cedA	N	243	51.44	AE014613_1268172_1268414 [CDS]	Salmonella enterica subsp. enterica serovar
t1200	N	1392	54.60	AE014613_1268517_1269908 [CDS]	Salmonella enterica subsp. enterica serovar
t1201	N	600	53.00	AE014613_1270045_1270644 [CDS]	Salmonella enterica subsp. enterica serovar
t1202	N	669	54.71	AE014613_1270782_1271450 [CDS]	Salmonella enterica subsp. enterica serovar
t1203	N	537	45.44	AE014613_1271599_1272135 [CDS]	Salmonella enterica subsp. enterica serovar
t1204	N	861	54.59	AE014613_1272178_1273038 [CDS]	Salmonella enterica subsp. enterica serovar
t1205	N	291	48.80	AE014613_1273145_1273435 [CDS]	Salmonella enterica subsp. enterica serovar
pfkB	N	933	56.91	AE014613_1273532_1274464 [CDS]	Salmonella enterica subsp. enterica serovar
t1207	N	759	50.33	AE014613_1274753_1275511 [CDS]	Salmonella enterica subsp. enterica serovar
t1208	N	960	47.50	AE014613_1275560_1276519 [CDS]	Salmonella enterica subsp. enterica serovar
t1209	N	315	32.06	AE014613_1276662_1276976 [CDS]	Salmonella enterica subsp. enterica serovar
t1211	N	207	36.23	AE014613_1278001_1278207 [CDS]	Salmonella enterica subsp. enterica serovar
rfc	N	1224	33.42	AE014613_1278530_1279753 [CDS]	Salmonella enterica subsp. enterica serovar
thrS	N	1929	50.34	AE014613_1280645_1282573 [CDS]	Salmonella enterica subsp. enterica serovar
infC	N	543	47.51	AE014613_1282577_1283119 [CDS]	Salmonella enterica subsp. enterica serovar
rpmI	N	198	48.48	AE014613_1283215_1283412 [CDS]	Salmonella enterica subsp. enterica serovar
rplT	N	357	49.86	AE014613_1283463_1283819 [CDS]	Salmonella enterica subsp. enterica serovar
pheM	N	45	35.56	AE014613_1283940_1283984 [CDS]	Salmonella enterica subsp. enterica serovar
pheS	N	984	53.66	AE014613_1284121_1285104 [CDS]	Salmonella enterica subsp. enterica serovar
pheT	N	2388	53.43	AE014613_1285120_1287507 [CDS]	Salmonella enterica subsp. enterica serovar
himA	N	300	48.33	AE014613_1287512_1287811 [CDS]	Salmonella enterica subsp. enterica serovar
btuC	N	981	59.43	AE014613_1288014_1288994 [CDS]	Salmonella enterica subsp. enterica serovar
btuE	N	552	49.64	AE014613_1289086_1289637 [CDS]	Salmonella enterica subsp. enterica serovar
btuD	N	750	56.93	AE014613_1289637_1290386 [CDS]	Salmonella enterica subsp. enterica serovar
nlpC	N	465	48.60	AE014613_1290463_1290927 [CDS]	Salmonella enterica subsp. enterica serovar
t1225	N	714	45.80	AE014613_1291241_1291954 [CDS]	Salmonella enterica subsp. enterica serovar
t1226	N	1443	54.19	AE014613_1292016_1293458 [CDS]	Salmonella enterica subsp. enterica serovar
t1227	N	192	51.04	AE014613_1293494_1293685 [CDS]	Salmonella enterica subsp. enterica serovar
aroH	N	1047	52.82	AE014613_1293842_1294888 [CDS]	Salmonella enterica subsp. enterica serovar
t1229	N	834	52.04	AE014613_1295044_1295877 [CDS]	Salmonella enterica subsp. enterica serovar
ppsA	N	2379	55.44	AE014613_1296214_1298592 [CDS]	Salmonella enterica subsp. enterica serovar
